spp_gp,stressor,taxon,sens_score,adcap_gen_score,adcap_spec_score
epinephelus itajara,noise_pollution,fish,0,6.773333333333333,0.67
epinephelus itajara,oa,fish,3.33,6.773333333333333,1
epinephelus itajara,oceanographic,fish,0.33,6.773333333333333,0
epinephelus itajara,organic_pollution,fish,4.66,6.773333333333333,1.33
epinephelus itajara,plastic_pollution_microplastic,fish,2,6.773333333333333,1
epinephelus itajara,poisons_toxins,fish,2.66,6.773333333333333,1
epinephelus itajara,salinity,fish,3,6.773333333333333,1
epinephelus itajara,sedimentation,fish,2,6.773333333333333,1
epinephelus itajara,slr,fish,0.33,6.773333333333333,1
epinephelus itajara,storm_disturbance,fish,0.66,6.773333333333333,1.34
epinephelus itajara,uv,fish,0.33,6.773333333333333,0.67
epinephelus itajara,water_temp,fish,3.67,6.773333333333333,0.33
epinephelus itajara,wildlife_strike,fish,1,6.773333333333333,0.67
epinephelus lanceolatus,air_temp,fish,2.67,7.33,1.34
epinephelus lanceolatus,biomass_removal,fish,1,7.33,0
epinephelus lanceolatus,bycatch,fish,1,7.33,0
epinephelus lanceolatus,entanglement_macroplastic,fish,0.33,7.33,0.67
epinephelus lanceolatus,eutrophication_nutrient_pollution,fish,4,7.33,1
epinephelus lanceolatus,habitat_loss_degradation,fish,2,7.33,1
epinephelus lanceolatus,inorganic_pollution,fish,6.34,7.33,1
epinephelus lanceolatus,invasive_species,fish,0,7.33,0.33
epinephelus lanceolatus,light_pollution,fish,0.33,7.33,1
epinephelus lanceolatus,noise_pollution,fish,0,7.33,0.67
epinephelus lanceolatus,oa,fish,3.33,7.33,1
epinephelus lanceolatus,oceanographic,fish,0.33,7.33,0
epinephelus lanceolatus,organic_pollution,fish,4.33,7.33,1.33
epinephelus lanceolatus,plastic_pollution_microplastic,fish,2,7.33,1
epinephelus lanceolatus,poisons_toxins,fish,2.66,7.33,1
epinephelus lanceolatus,salinity,fish,3,7.33,1
epinephelus lanceolatus,sedimentation,fish,2.33,7.33,1
epinephelus lanceolatus,slr,fish,0.33,7.33,1
epinephelus lanceolatus,storm_disturbance,fish,0.66,7.33,1.34
epinephelus lanceolatus,uv,fish,0.33,7.33,0.67
epinephelus lanceolatus,water_temp,fish,3.67,7.33,0.33
epinephelus lanceolatus,wildlife_strike,fish,0.67,7.33,0.67
eptatretus cirrhatus,air_temp,fish,0.33,8.16,0.67
eptatretus cirrhatus,biomass_removal,fish,1,8.16,0
eptatretus cirrhatus,bycatch,fish,1,8.16,0
eptatretus cirrhatus,entanglement_macroplastic,fish,0.33,8.16,0.67
eptatretus cirrhatus,eutrophication_nutrient_pollution,fish,1,8.16,0.67
eptatretus cirrhatus,habitat_loss_degradation,fish,2,8.16,1
eptatretus cirrhatus,inorganic_pollution,fish,3.33,8.16,0.67
eptatretus cirrhatus,invasive_species,fish,0,8.16,0.33
eptatretus cirrhatus,light_pollution,fish,0,8.16,1
eptatretus cirrhatus,noise_pollution,fish,0,8.16,0.67
eptatretus cirrhatus,oa,fish,0.33,8.16,0.67
eptatretus cirrhatus,oceanographic,fish,0,8.16,0
eptatretus cirrhatus,organic_pollution,fish,3.33,8.16,1
eptatretus cirrhatus,plastic_pollution_microplastic,fish,1,8.16,0.67
eptatretus cirrhatus,poisons_toxins,fish,1.6600000000000001,8.16,0.67
eptatretus cirrhatus,salinity,fish,0,8.16,0.67
eptatretus cirrhatus,sedimentation,fish,1.33,8.16,0.67
eptatretus cirrhatus,slr,fish,0,8.16,1
eptatretus cirrhatus,storm_disturbance,fish,0,8.16,0.67
eptatretus cirrhatus,uv,fish,0,8.16,0
eptatretus cirrhatus,water_temp,fish,0.33,8.16,0.33
eptatretus cirrhatus,wildlife_strike,fish,0.67,8.16,0.67
eptatretus mendozai,air_temp,fish,0.33,7.83,0.67
eptatretus mendozai,biomass_removal,fish,1,7.83,0
eptatretus mendozai,bycatch,fish,1,7.83,0
eptatretus mendozai,entanglement_macroplastic,fish,0.33,7.83,0.67
eptatretus mendozai,eutrophication_nutrient_pollution,fish,1,7.83,0.67
eptatretus mendozai,habitat_loss_degradation,fish,2,7.83,1
eptatretus mendozai,inorganic_pollution,fish,3.33,7.83,0.67
eptatretus mendozai,invasive_species,fish,0,7.83,0.33
eptatretus mendozai,light_pollution,fish,0,7.83,1
eptatretus mendozai,noise_pollution,fish,0,7.83,0.67
eptatretus mendozai,oa,fish,0.33,7.83,0.67
eptatretus mendozai,oceanographic,fish,0,7.83,0
eptatretus mendozai,organic_pollution,fish,3.33,7.83,1
eptatretus mendozai,plastic_pollution_microplastic,fish,1,7.83,0.67
eptatretus mendozai,poisons_toxins,fish,1.6600000000000001,7.83,0.67
eptatretus mendozai,salinity,fish,0,7.83,0.67
eptatretus mendozai,sedimentation,fish,1.33,7.83,0.67
eptatretus mendozai,slr,fish,0,7.83,1
eptatretus mendozai,storm_disturbance,fish,0,7.83,0.67
eptatretus mendozai,uv,fish,0,7.83,0
eptatretus mendozai,water_temp,fish,0.33,7.83,0.33
eptatretus mendozai,wildlife_strike,fish,0.67,7.83,0.67
eretmochelys imbricata,air_temp,reptiles,2,8,0
eretmochelys imbricata,biomass_removal,reptiles,1,8,0
eretmochelys imbricata,bycatch,reptiles,1.34,8,0
eretmochelys imbricata,entanglement_macroplastic,reptiles,0.66,8,0
eretmochelys imbricata,eutrophication_nutrient_pollution,reptiles,1.33,8,0
eretmochelys imbricata,habitat_loss_degradation,reptiles,3.33,8,0
eretmochelys imbricata,inorganic_pollution,reptiles,3.66,8,0
eretmochelys imbricata,invasive_species,reptiles,1,8,0
eretmochelys imbricata,light_pollution,reptiles,1,8,0
eretmochelys imbricata,noise_pollution,reptiles,0,8,0
eretmochelys imbricata,oa,reptiles,0.33,8,0
eretmochelys imbricata,oceanographic,reptiles,0,8,0
eretmochelys imbricata,organic_pollution,reptiles,3.33,8,0
eretmochelys imbricata,plastic_pollution_microplastic,reptiles,0.33,8,0
eretmochelys imbricata,poisons_toxins,reptiles,0.33,8,0
eretmochelys imbricata,salinity,reptiles,0,8,0
eretmochelys imbricata,sedimentation,reptiles,2,8,0
eretmochelys imbricata,slr,reptiles,2.33,8,0
eretmochelys imbricata,storm_disturbance,reptiles,0.66,8,0
eretmochelys imbricata,uv,reptiles,0,8,0
eretmochelys imbricata,water_temp,reptiles,1.6600000000000001,8,0
eretmochelys imbricata,wildlife_strike,reptiles,2.34,8,0
eridacnis,air_temp,elasmobranchs,0,1.6600000000000001,0.67
eridacnis,biomass_removal,elasmobranchs,1,1.6600000000000001,0
eridacnis,bycatch,elasmobranchs,1,1.6600000000000001,0
eridacnis,entanglement_macroplastic,elasmobranchs,0.33,1.6600000000000001,0.67
eridacnis,eutrophication_nutrient_pollution,elasmobranchs,2,1.6600000000000001,0.67
eridacnis,habitat_loss_degradation,elasmobranchs,2,1.6600000000000001,1
eridacnis,inorganic_pollution,elasmobranchs,2.33,1.6600000000000001,0.67
eridacnis,invasive_species,elasmobranchs,0,1.6600000000000001,0.33
eridacnis,light_pollution,elasmobranchs,0,1.6600000000000001,1
eridacnis,noise_pollution,elasmobranchs,0,1.6600000000000001,0.67
eridacnis,oa,elasmobranchs,0.33,1.6600000000000001,0.67
eridacnis,oceanographic,elasmobranchs,0.33,1.6600000000000001,0
eridacnis,organic_pollution,elasmobranchs,2.33,1.6600000000000001,1
eridacnis,plastic_pollution_microplastic,elasmobranchs,1,1.6600000000000001,0.67
eridacnis,poisons_toxins,elasmobranchs,1.6600000000000001,1.6600000000000001,0.67
eridacnis,salinity,elasmobranchs,1,1.6600000000000001,0.67
eridacnis,sedimentation,elasmobranchs,1.33,1.6600000000000001,0.67
eridacnis,slr,elasmobranchs,0.33,1.6600000000000001,1
eridacnis,storm_disturbance,elasmobranchs,0.33,1.6600000000000001,0.67
eridacnis,uv,elasmobranchs,0,1.6600000000000001,0
eridacnis,water_temp,elasmobranchs,0,1.6600000000000001,0.33
eridacnis,wildlife_strike,elasmobranchs,0.67,1.6600000000000001,0.67
eschrichtius robustus,air_temp,marine_mammals,1.34,4.99,1
eschrichtius robustus,biomass_removal,marine_mammals,1,4.99,0
eschrichtius robustus,bycatch,marine_mammals,1.67,4.99,0
eschrichtius robustus,entanglement_macroplastic,marine_mammals,1.33,4.99,0.67
eschrichtius robustus,eutrophication_nutrient_pollution,marine_mammals,1,4.99,0.67
eschrichtius robustus,habitat_loss_degradation,marine_mammals,2,4.99,0.33
eschrichtius robustus,inorganic_pollution,marine_mammals,1.6600000000000001,4.99,0.33
eschrichtius robustus,invasive_species,marine_mammals,0,4.99,0.33
eschrichtius robustus,light_pollution,marine_mammals,0,4.99,0.67
eschrichtius robustus,noise_pollution,marine_mammals,2,4.99,0.67
eschrichtius robustus,oa,marine_mammals,0.33,4.99,0.67
eschrichtius robustus,oceanographic,marine_mammals,0.33,4.99,1
eschrichtius robustus,organic_pollution,marine_mammals,3,4.99,0.67
eschrichtius robustus,plastic_pollution_microplastic,marine_mammals,0.33,4.99,0.67
eschrichtius robustus,poisons_toxins,marine_mammals,0.33,4.99,0.67
eschrichtius robustus,salinity,marine_mammals,1,4.99,1
eschrichtius robustus,sedimentation,marine_mammals,0,4.99,0.67
eschrichtius robustus,slr,marine_mammals,1.33,4.99,1
eschrichtius robustus,storm_disturbance,marine_mammals,1.32,4.99,1
eschrichtius robustus,uv,marine_mammals,0,4.99,1
eschrichtius robustus,water_temp,marine_mammals,1,4.99,0.67
eschrichtius robustus,wildlife_strike,marine_mammals,2.67,4.99,0.67
ethadophis akkistikos,air_temp,fish,2.3400000000000003,4.66,0.67
ethadophis akkistikos,biomass_removal,fish,1,4.66,0
ethadophis akkistikos,bycatch,fish,1,4.66,0
ethadophis akkistikos,entanglement_macroplastic,fish,0.33,4.66,0.67
ethadophis akkistikos,eutrophication_nutrient_pollution,fish,4.67,4.66,0.67
ethadophis akkistikos,habitat_loss_degradation,fish,2,4.66,1
ethadophis akkistikos,inorganic_pollution,fish,6.3500000000000005,4.66,0.67
ethadophis akkistikos,invasive_species,fish,0,4.66,0.33
ethadophis akkistikos,light_pollution,fish,0.33,4.66,1
ethadophis akkistikos,noise_pollution,fish,0,4.66,0.67
ethadophis akkistikos,oa,fish,3.33,4.66,0.67
ethadophis akkistikos,oceanographic,fish,0.33,4.66,0
ethadophis akkistikos,organic_pollution,fish,4.67,4.66,1
ethadophis akkistikos,plastic_pollution_microplastic,fish,2,4.66,0.67
ethadophis akkistikos,poisons_toxins,fish,3,4.66,0.67
ethadophis akkistikos,salinity,fish,2.67,4.66,0.67
ethadophis akkistikos,sedimentation,fish,2.66,4.66,0.67
ethadophis akkistikos,slr,fish,0.33,4.66,1
ethadophis akkistikos,storm_disturbance,fish,0.66,4.66,0.67
ethadophis akkistikos,uv,fish,0.33,4.66,0
ethadophis akkistikos,water_temp,fish,3.3400000000000003,4.66,0.33
ethadophis akkistikos,wildlife_strike,fish,0.67,4.66,0.67
ethadophis merenda,air_temp,fish,2.3400000000000003,4.66,0.67
ethadophis merenda,biomass_removal,fish,1,4.66,0
ethadophis merenda,bycatch,fish,1,4.66,0
ethadophis merenda,entanglement_macroplastic,fish,0.33,4.66,0.67
ethadophis merenda,eutrophication_nutrient_pollution,fish,4.67,4.66,0.67
ethadophis merenda,habitat_loss_degradation,fish,2,4.66,1
ethadophis merenda,inorganic_pollution,fish,6.3500000000000005,4.66,0.67
ethadophis merenda,invasive_species,fish,0,4.66,0.33
ethadophis merenda,light_pollution,fish,0.33,4.66,1
ethadophis merenda,noise_pollution,fish,0,4.66,0.67
ethadophis merenda,oa,fish,3.33,4.66,0.67
ethadophis merenda,oceanographic,fish,0.33,4.66,0
ethadophis merenda,organic_pollution,fish,4.67,4.66,1
ethadophis merenda,plastic_pollution_microplastic,fish,2,4.66,0.67
ethadophis merenda,poisons_toxins,fish,3,4.66,0.67
ethadophis merenda,salinity,fish,2.67,4.66,0.67
ethadophis merenda,sedimentation,fish,2.66,4.66,0.67
ethadophis merenda,slr,fish,0.33,4.66,1
ethadophis merenda,storm_disturbance,fish,0.66,4.66,0.67
ethadophis merenda,uv,fish,0.33,4.66,0
ethadophis merenda,water_temp,fish,3.3400000000000003,4.66,0.33
ethadophis merenda,wildlife_strike,fish,0.67,4.66,0.67
etmopteridae,air_temp,elasmobranchs,0,3.7658333333333336,1.67
etmopteridae,biomass_removal,elasmobranchs,1,3.7658333333333336,0
etmopteridae,bycatch,elasmobranchs,1.165,3.7658333333333336,0
etmopteridae,entanglement_macroplastic,elasmobranchs,0.665,3.7658333333333336,1.34
etmopteridae,eutrophication_nutrient_pollution,elasmobranchs,2,3.7658333333333336,1.34
etmopteridae,habitat_loss_degradation,elasmobranchs,2,3.7658333333333336,1.33
etmopteridae,inorganic_pollution,elasmobranchs,2.16,3.7658333333333336,1
etmopteridae,invasive_species,elasmobranchs,0,3.7658333333333336,0.66
etmopteridae,light_pollution,elasmobranchs,0,3.7658333333333336,1.67
etmopteridae,noise_pollution,elasmobranchs,0.67,3.7658333333333336,1.34
etmopteridae,oa,elasmobranchs,0.33,3.7658333333333336,1.34
etmopteridae,oceanographic,elasmobranchs,0.33,3.7658333333333336,1
etmopteridae,organic_pollution,elasmobranchs,2.495,3.7658333333333336,1.67
etmopteridae,plastic_pollution_microplastic,elasmobranchs,1,3.7658333333333336,1.34
etmopteridae,poisons_toxins,elasmobranchs,1.6600000000000001,3.7658333333333336,1.34
etmopteridae,salinity,elasmobranchs,1,3.7658333333333336,1.67
etmopteridae,sedimentation,elasmobranchs,1.165,3.7658333333333336,1.34
etmopteridae,slr,elasmobranchs,0.33,3.7658333333333336,2
etmopteridae,storm_disturbance,elasmobranchs,0.33,3.7658333333333336,1.67
etmopteridae,uv,elasmobranchs,0,3.7658333333333336,1
etmopteridae,water_temp,elasmobranchs,0,3.7658333333333336,1
etmopteridae,wildlife_strike,elasmobranchs,0.835,3.7658333333333336,1.34
euaxoctopus,air_temp,cephalopods,3.3400000000000003,7.33,1.34
euaxoctopus,biomass_removal,cephalopods,1,7.33,0
euaxoctopus,bycatch,cephalopods,1,7.33,0
euaxoctopus,entanglement_macroplastic,cephalopods,0.33,7.33,0.67
euaxoctopus,eutrophication_nutrient_pollution,cephalopods,5.67,7.33,1
euaxoctopus,habitat_loss_degradation,cephalopods,2,7.33,1
euaxoctopus,inorganic_pollution,cephalopods,6.68,7.33,1
euaxoctopus,invasive_species,cephalopods,0,7.33,0.33
euaxoctopus,light_pollution,cephalopods,0.33,7.33,1
euaxoctopus,noise_pollution,cephalopods,1,7.33,0.67
euaxoctopus,oa,cephalopods,4,7.33,1
euaxoctopus,oceanographic,cephalopods,0.66,7.33,0
euaxoctopus,organic_pollution,cephalopods,5,7.33,1.33
euaxoctopus,plastic_pollution_microplastic,cephalopods,2,7.33,1
euaxoctopus,poisons_toxins,cephalopods,3.33,7.33,1
euaxoctopus,salinity,cephalopods,2.67,7.33,1
euaxoctopus,sedimentation,cephalopods,3,7.33,1
euaxoctopus,slr,cephalopods,0.33,7.33,1
euaxoctopus,storm_disturbance,cephalopods,0.66,7.33,1.34
euaxoctopus,uv,cephalopods,0.33,7.33,0.67
euaxoctopus,water_temp,cephalopods,4.67,7.33,0.33
euaxoctopus,wildlife_strike,cephalopods,0.67,7.33,0.67
eubalaena australis,air_temp,marine_mammals,0.67,6.32,1
eubalaena australis,biomass_removal,marine_mammals,1,6.32,0
eubalaena australis,bycatch,marine_mammals,1.67,6.32,0
eubalaena australis,entanglement_macroplastic,marine_mammals,1.33,6.32,0.67
eubalaena australis,eutrophication_nutrient_pollution,marine_mammals,1.33,6.32,0.67
eubalaena australis,habitat_loss_degradation,marine_mammals,2.33,6.32,0.33
eubalaena australis,inorganic_pollution,marine_mammals,0.99,6.32,0.33
eubalaena australis,invasive_species,marine_mammals,0,6.32,0.33
eubalaena australis,light_pollution,marine_mammals,0,6.32,0.67
eubalaena australis,noise_pollution,marine_mammals,2,6.32,0.67
eubalaena australis,oa,marine_mammals,0.33,6.32,0.67
eubalaena australis,oceanographic,marine_mammals,0.33,6.32,1
eubalaena australis,organic_pollution,marine_mammals,2.33,6.32,0.67
eubalaena australis,plastic_pollution_microplastic,marine_mammals,0.33,6.32,0.67
eubalaena australis,poisons_toxins,marine_mammals,0.33,6.32,0.67
eubalaena australis,salinity,marine_mammals,1,6.32,1
eubalaena australis,sedimentation,marine_mammals,0,6.32,0.67
eubalaena australis,slr,marine_mammals,1.33,6.32,1
eubalaena australis,storm_disturbance,marine_mammals,1.32,6.32,1
eubalaena australis,uv,marine_mammals,0,6.32,1
eubalaena australis,water_temp,marine_mammals,0.66,6.32,0.67
eubalaena australis,wildlife_strike,marine_mammals,2.67,6.32,0.67
eubalaena glacialis,air_temp,marine_mammals,2.34,4.3100000000000005,1
eubalaena glacialis,biomass_removal,marine_mammals,1,4.3100000000000005,0
eubalaena glacialis,bycatch,marine_mammals,1.67,4.3100000000000005,0
eubalaena glacialis,entanglement_macroplastic,marine_mammals,1.33,4.3100000000000005,0.67
eubalaena glacialis,eutrophication_nutrient_pollution,marine_mammals,1.33,4.3100000000000005,0.67
eubalaena glacialis,habitat_loss_degradation,marine_mammals,2.33,4.3100000000000005,0.33
eubalaena glacialis,inorganic_pollution,marine_mammals,1.6600000000000001,4.3100000000000005,0.33
eubalaena glacialis,invasive_species,marine_mammals,0,4.3100000000000005,0.33
eubalaena glacialis,light_pollution,marine_mammals,0,4.3100000000000005,0.67
eubalaena glacialis,noise_pollution,marine_mammals,2,4.3100000000000005,0.67
eubalaena glacialis,oa,marine_mammals,0.33,4.3100000000000005,0.67
eubalaena glacialis,oceanographic,marine_mammals,0.33,4.3100000000000005,1
eubalaena glacialis,organic_pollution,marine_mammals,3,4.3100000000000005,0.67
eubalaena glacialis,plastic_pollution_microplastic,marine_mammals,0.33,4.3100000000000005,0.67
eubalaena glacialis,poisons_toxins,marine_mammals,0.33,4.3100000000000005,0.67
eubalaena glacialis,salinity,marine_mammals,1,4.3100000000000005,1
eubalaena glacialis,sedimentation,marine_mammals,0,4.3100000000000005,0.67
eubalaena glacialis,slr,marine_mammals,1.33,4.3100000000000005,1
eubalaena glacialis,storm_disturbance,marine_mammals,1.32,4.3100000000000005,1
eubalaena glacialis,uv,marine_mammals,0,4.3100000000000005,1
eubalaena glacialis,water_temp,marine_mammals,2.33,4.3100000000000005,0.67
eubalaena glacialis,wildlife_strike,marine_mammals,2.67,4.3100000000000005,0.67
eubalaena japonica,air_temp,marine_mammals,0.67,3.145,0
eubalaena japonica,biomass_removal,marine_mammals,1,3.145,0
eubalaena japonica,bycatch,marine_mammals,1.67,3.145,0
eubalaena japonica,entanglement_macroplastic,marine_mammals,1.33,3.145,0
eubalaena japonica,eutrophication_nutrient_pollution,marine_mammals,1.33,3.145,0
eubalaena japonica,habitat_loss_degradation,marine_mammals,2.33,3.145,0
eubalaena japonica,inorganic_pollution,marine_mammals,0.99,3.145,0
eubalaena japonica,invasive_species,marine_mammals,0,3.145,0
eubalaena japonica,light_pollution,marine_mammals,0,3.145,0
eubalaena japonica,noise_pollution,marine_mammals,2,3.145,0
eubalaena japonica,oa,marine_mammals,0.33,3.145,0
eubalaena japonica,oceanographic,marine_mammals,0.33,3.145,0
eubalaena japonica,organic_pollution,marine_mammals,2.33,3.145,0
eubalaena japonica,plastic_pollution_microplastic,marine_mammals,0.33,3.145,0
eubalaena japonica,poisons_toxins,marine_mammals,0.33,3.145,0
eubalaena japonica,salinity,marine_mammals,1,3.145,0
eubalaena japonica,sedimentation,marine_mammals,0,3.145,0
eubalaena japonica,slr,marine_mammals,1.33,3.145,0
eubalaena japonica,storm_disturbance,marine_mammals,1.32,3.145,0
eubalaena japonica,uv,marine_mammals,0,3.145,0
eubalaena japonica,water_temp,marine_mammals,0.66,3.145,0
eubalaena japonica,wildlife_strike,marine_mammals,2.67,3.145,0
eucleoteuthis luminosa,air_temp,cephalopods,3.3400000000000003,8.33,1.34
eucleoteuthis luminosa,biomass_removal,cephalopods,1,8.33,0
eucleoteuthis luminosa,bycatch,cephalopods,1.34,8.33,0
eucleoteuthis luminosa,entanglement_macroplastic,cephalopods,0.66,8.33,0.33
eucleoteuthis luminosa,eutrophication_nutrient_pollution,cephalopods,5,8.33,1.33
eucleoteuthis luminosa,habitat_loss_degradation,cephalopods,2,8.33,1
eucleoteuthis luminosa,inorganic_pollution,cephalopods,6.34,8.33,1.33
eucleoteuthis luminosa,invasive_species,cephalopods,0,8.33,1
eucleoteuthis luminosa,light_pollution,cephalopods,0.33,8.33,1
eucleoteuthis luminosa,noise_pollution,cephalopods,1,8.33,1
eucleoteuthis luminosa,oa,cephalopods,4,8.33,1.33
eucleoteuthis luminosa,oceanographic,cephalopods,0.33,8.33,0.33
eucleoteuthis luminosa,organic_pollution,cephalopods,4.67,8.33,1.33
eucleoteuthis luminosa,plastic_pollution_microplastic,cephalopods,2,8.33,1
eucleoteuthis luminosa,poisons_toxins,cephalopods,2.66,8.33,1.33
eucleoteuthis luminosa,salinity,cephalopods,3,8.33,1.33
eucleoteuthis luminosa,sedimentation,cephalopods,2.33,8.33,1.33
eucleoteuthis luminosa,slr,cephalopods,1.33,8.33,1
eucleoteuthis luminosa,storm_disturbance,cephalopods,0.99,8.33,1.67
eucleoteuthis luminosa,uv,cephalopods,0.33,8.33,0.67
eucleoteuthis luminosa,water_temp,cephalopods,4,8.33,0.67
eucleoteuthis luminosa,wildlife_strike,cephalopods,1.67,8.33,1
eumetopias,air_temp,marine_mammals,3,5.33,0.67
eumetopias,biomass_removal,marine_mammals,1,5.33,0
eumetopias,bycatch,marine_mammals,1.67,5.33,0
eumetopias,entanglement_macroplastic,marine_mammals,1.33,5.33,0.67
eumetopias,eutrophication_nutrient_pollution,marine_mammals,1,5.33,0.67
eumetopias,habitat_loss_degradation,marine_mammals,3,5.33,1
eumetopias,inorganic_pollution,marine_mammals,2.99,5.33,0.67
eumetopias,invasive_species,marine_mammals,1,5.33,0.33
eumetopias,light_pollution,marine_mammals,0.67,5.33,1
eumetopias,noise_pollution,marine_mammals,1,5.33,0.67
eumetopias,oa,marine_mammals,1.33,5.33,0.67
eumetopias,oceanographic,marine_mammals,0,5.33,0
eumetopias,organic_pollution,marine_mammals,3.33,5.33,1
eumetopias,plastic_pollution_microplastic,marine_mammals,0.33,5.33,0.67
eumetopias,poisons_toxins,marine_mammals,0.33,5.33,0.67
eumetopias,salinity,marine_mammals,0,5.33,0.67
eumetopias,sedimentation,marine_mammals,0.67,5.33,0.67
eumetopias,slr,marine_mammals,2,5.33,1
eumetopias,storm_disturbance,marine_mammals,0.99,5.33,0.67
eumetopias,uv,marine_mammals,0,5.33,0
eumetopias,water_temp,marine_mammals,2.33,5.33,0.33
eumetopias,wildlife_strike,marine_mammals,2.67,5.33,0.67
eupentacta quinquesemita,air_temp,echinoderms,4.34,6.67,1.34
eupentacta quinquesemita,biomass_removal,echinoderms,1,6.67,0
eupentacta quinquesemita,bycatch,echinoderms,1,6.67,0
eupentacta quinquesemita,entanglement_macroplastic,echinoderms,0.33,6.67,0.67
eupentacta quinquesemita,eutrophication_nutrient_pollution,echinoderms,6,6.67,1.34
eupentacta quinquesemita,habitat_loss_degradation,echinoderms,2.33,6.67,1
eupentacta quinquesemita,inorganic_pollution,echinoderms,7.3500000000000005,6.67,1.34
eupentacta quinquesemita,invasive_species,echinoderms,0,6.67,0.33
eupentacta quinquesemita,light_pollution,echinoderms,0.33,6.67,1
eupentacta quinquesemita,noise_pollution,echinoderms,0,6.67,0.67
eupentacta quinquesemita,oa,echinoderms,4,6.67,1.34
eupentacta quinquesemita,oceanographic,echinoderms,0.66,6.67,0
eupentacta quinquesemita,organic_pollution,echinoderms,4.34,6.67,1.67
eupentacta quinquesemita,plastic_pollution_microplastic,echinoderms,1,6.67,1.34
eupentacta quinquesemita,poisons_toxins,echinoderms,3,6.67,1.34
eupentacta quinquesemita,salinity,echinoderms,3,6.67,1.34
eupentacta quinquesemita,sedimentation,echinoderms,2.67,6.67,1.34
eupentacta quinquesemita,slr,echinoderms,0.33,6.67,1
eupentacta quinquesemita,storm_disturbance,echinoderms,1.6600000000000001,6.67,1.34
eupentacta quinquesemita,uv,echinoderms,0.33,6.67,0.67
eupentacta quinquesemita,water_temp,echinoderms,6,6.67,0.33
eupentacta quinquesemita,wildlife_strike,echinoderms,0.67,6.67,0.67
euprymna,air_temp,cephalopods,3,7,0.67
euprymna,biomass_removal,cephalopods,1,7,0
euprymna,bycatch,cephalopods,0.33,7,0
euprymna,entanglement_macroplastic,cephalopods,0,7,0.67
euprymna,eutrophication_nutrient_pollution,cephalopods,5.67,7,0.67
euprymna,habitat_loss_degradation,cephalopods,2,7,1
euprymna,inorganic_pollution,cephalopods,7.01,7,0.67
euprymna,invasive_species,cephalopods,0,7,0.33
euprymna,light_pollution,cephalopods,0,7,1
euprymna,noise_pollution,cephalopods,1,7,0.67
euprymna,oa,cephalopods,3.67,7,0.67
euprymna,oceanographic,cephalopods,0.66,7,0
euprymna,organic_pollution,cephalopods,4.33,7,1
euprymna,plastic_pollution_microplastic,cephalopods,1.34,7,0.67
euprymna,poisons_toxins,cephalopods,2.67,7,0.67
euprymna,salinity,cephalopods,2.67,7,0.67
euprymna,sedimentation,cephalopods,3.0100000000000002,7,0.67
euprymna,slr,cephalopods,0.33,7,1
euprymna,storm_disturbance,cephalopods,0.33,7,0.67
euprymna,uv,cephalopods,0,7,0
euprymna,water_temp,cephalopods,3.33,7,0.33
euprymna,wildlife_strike,cephalopods,0,7,0.67
evechinus chloroticus,air_temp,echinoderms,4.34,6.67,1.34
evechinus chloroticus,biomass_removal,echinoderms,1,6.67,0
evechinus chloroticus,bycatch,echinoderms,1,6.67,0
evechinus chloroticus,entanglement_macroplastic,echinoderms,0.33,6.67,0.67
evechinus chloroticus,eutrophication_nutrient_pollution,echinoderms,5,6.67,1.34
evechinus chloroticus,habitat_loss_degradation,echinoderms,2,6.67,1
evechinus chloroticus,inorganic_pollution,echinoderms,6.3500000000000005,6.67,1.34
evechinus chloroticus,invasive_species,echinoderms,0,6.67,0.33
evechinus chloroticus,light_pollution,echinoderms,0.33,6.67,1
evechinus chloroticus,noise_pollution,echinoderms,0,6.67,0.67
evechinus chloroticus,oa,echinoderms,4.67,6.67,1.34
evechinus chloroticus,oceanographic,echinoderms,0.66,6.67,0
evechinus chloroticus,organic_pollution,echinoderms,4.34,6.67,1.67
evechinus chloroticus,plastic_pollution_microplastic,echinoderms,1.33,6.67,1.34
evechinus chloroticus,poisons_toxins,echinoderms,3,6.67,1.34
evechinus chloroticus,salinity,echinoderms,3,6.67,1.34
evechinus chloroticus,sedimentation,echinoderms,2,6.67,1.34
evechinus chloroticus,slr,echinoderms,0.33,6.67,1
evechinus chloroticus,storm_disturbance,echinoderms,0.66,6.67,1.34
evechinus chloroticus,uv,echinoderms,0.33,6.67,0.67
evechinus chloroticus,water_temp,echinoderms,5.67,6.67,0.33
evechinus chloroticus,wildlife_strike,echinoderms,0.67,6.67,0.67
eviota sigillata,air_temp,fish,3,9.66,0.67
eviota sigillata,biomass_removal,fish,1,9.66,0
eviota sigillata,bycatch,fish,0.33,9.66,0
eviota sigillata,entanglement_macroplastic,fish,0,9.66,1
eviota sigillata,eutrophication_nutrient_pollution,fish,4,9.66,0.67
eviota sigillata,habitat_loss_degradation,fish,2,9.66,0
eviota sigillata,inorganic_pollution,fish,6.01,9.66,0.67
eviota sigillata,invasive_species,fish,0,9.66,0
eviota sigillata,light_pollution,fish,0.33,9.66,0
eviota sigillata,noise_pollution,fish,0,9.66,0
eviota sigillata,oa,fish,3.33,9.66,0.67
eviota sigillata,oceanographic,fish,0.33,9.66,0
eviota sigillata,organic_pollution,fish,4,9.66,0.67
